Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget,Per Student Budget,Spending Ranges (Per Student)
7157,Kathleen Juarez,F,10th,Shelton High School,75,84,2,Charter,1761,1056600,600.00,$585-629
7158,Robert Green,M,11th,Shelton High School,76,68,2,Charter,1761,1056600,600.00,$585-629
7159,Julie Lopez,F,12th,Shelton High School,71,93,2,Charter,1761,1056600,600.00,$585-629
7160,Tiffany Owens,F,10th,Shelton High School,89,91,2,Charter,1761,1056600,600.00,$585-629
7161,Ashley Wolf,F,9th,Shelton High School,70,87,2,Charter,1761,1056600,600.00,$585-629
7162,Patrick Alexander,M,11th,Shelton High School,96,69,2,Charter,1761,1056600,600.00,$585-629
7163,Linda Farley,F,9th,Shelton High School,90,97,2,Charter,1761,1056600,600.00,$585-629
7164,Andre Chavez,M,12th,Shelton High School,97,68,2,Charter,1761,1056600,600.00,$585-629
7165,Garrett White,M,10th,Shelton High School,86,84,2,Charter,1761,1056600,600.00,$585-629
7166,Donna Santana,F,10th,Shelton High School,86,75,2,Charter,1761,1056600,600.00,$585-629
7167,Terry Douglas,M,11th,Shelton High School,85,88,2,Charter,1761,1056600,600.00,$585-629
7168,Justin Smith,M,9th,Shelton High School,84,87,2,Charter,1761,1056600,600.00,$585-629
7169,Brett Campbell MD,M,9th,Shelton High School,87,80,2,Charter,1761,1056600,600.00,$585-629
7170,Gregory Wood,M,11th,Shelton High School,89,97,2,Charter,1761,1056600,600.00,$585-629
7171,Wendy Douglas,F,9th,Shelton High School,87,84,2,Charter,1761,1056600,600.00,$585-629
7172,Mrs. Paige Hall,F,10th,Shelton High School,92,82,2,Charter,1761,1056600,600.00,$585-629
7173,Richard Burns,M,9th,Shelton High School,79,88,2,Charter,1761,1056600,600.00,$585-629
7174,Jack Garcia,M,10th,Shelton High School,69,75,2,Charter,1761,1056600,600.00,$585-629
7175,Hannah Ross,F,9th,Shelton High School,78,76,2,Charter,1761,1056600,600.00,$585-629
7176,Jacob Brooks,M,12th,Shelton High School,70,93,2,Charter,1761,1056600,600.00,$585-629
7177,Jasmine Hunter,F,12th,Shelton High School,90,98,2,Charter,1761,1056600,600.00,$585-629
7178,Maria Phillips,F,11th,Shelton High School,70,77,2,Charter,1761,1056600,600.00,$585-629
7179,John Bartlett,M,12th,Shelton High School,94,80,2,Charter,1761,1056600,600.00,$585-629
7180,Chelsea Frazier,F,9th,Shelton High School,73,97,2,Charter,1761,1056600,600.00,$585-629
7181,Lynn Douglas,F,10th,Shelton High School,96,90,2,Charter,1761,1056600,600.00,$585-629
7182,Christopher Cochran,M,11th,Shelton High School,92,97,2,Charter,1761,1056600,600.00,$585-629
7183,Joseph Rocha,M,9th,Shelton High School,73,79,2,Charter,1761,1056600,600.00,$585-629
7184,Eric Preston,M,11th,Shelton High School,69,97,2,Charter,1761,1056600,600.00,$585-629
7185,Scott Hall,M,9th,Shelton High School,91,94,2,Charter,1761,1056600,600.00,$585-629
7186,Belinda Mccoy,F,12th,Shelton High School,98,74,2,Charter,1761,1056600,600.00,$585-629
7187,Carmen Mcmillan,F,9th,Shelton High School,91,69,2,Charter,1761,1056600,600.00,$585-629
7188,Ryan Johnson,M,10th,Shelton High School,73,89,2,Charter,1761,1056600,600.00,$585-629
7189,Gina Washington,F,12th,Shelton High School,76,86,2,Charter,1761,1056600,600.00,$585-629
7190,Jasmine Parker,F,9th,Shelton High School,81,86,2,Charter,1761,1056600,600.00,$585-629
7191,Kimberly Davis,F,10th,Shelton High School,74,78,2,Charter,1761,1056600,600.00,$585-629
7192,Andrew Short,M,11th,Shelton High School,97,79,2,Charter,1761,1056600,600.00,$585-629
7193,Mathew Singh,M,11th,Shelton High School,93,82,2,Charter,1761,1056600,600.00,$585-629
7194,Danielle Smith MD,F,10th,Shelton High School,99,86,2,Charter,1761,1056600,600.00,$585-629
7195,Larry Owen,M,9th,Shelton High School,91,83,2,Charter,1761,1056600,600.00,$585-629
7196,Jamie Chase,F,9th,Shelton High School,85,92,2,Charter,1761,1056600,600.00,$585-629
7197,Matthew Cook,M,9th,Shelton High School,98,69,2,Charter,1761,1056600,600.00,$585-629
7198,Mark Lyons,M,10th,Shelton High School,75,70,2,Charter,1761,1056600,600.00,$585-629
7199,Julia Jackson,F,10th,Shelton High School,80,69,2,Charter,1761,1056600,600.00,$585-629
7200,Peter Sullivan,M,9th,Shelton High School,95,70,2,Charter,1761,1056600,600.00,$585-629
7201,Luke Kelly,M,12th,Shelton High School,90,78,2,Charter,1761,1056600,600.00,$585-629
7202,Andrea Gregory,F,10th,Shelton High School,84,71,2,Charter,1761,1056600,600.00,$585-629
7203,Sean Hall,M,9th,Shelton High School,77,71,2,Charter,1761,1056600,600.00,$585-629
7204,Glen Richard,M,9th,Shelton High School,90,72,2,Charter,1761,1056600,600.00,$585-629
7205,John Powers,M,9th,Shelton High School,89,70,2,Charter,1761,1056600,600.00,$585-629
7206,Marcus Stewart,M,9th,Shelton High School,91,96,2,Charter,1761,1056600,600.00,$585-629
7207,Anthony Cameron,M,12th,Shelton High School,72,96,2,Charter,1761,1056600,600.00,$585-629
7208,Sean Finley,M,12th,Shelton High School,78,94,2,Charter,1761,1056600,600.00,$585-629
7209,Nicole Brooks,F,10th,Shelton High School,93,88,2,Charter,1761,1056600,600.00,$585-629
7210,Alicia Rogers,F,9th,Shelton High School,99,82,2,Charter,1761,1056600,600.00,$585-629
7211,Kendra Garcia,F,12th,Shelton High School,69,84,2,Charter,1761,1056600,600.00,$585-629
7212,Stephen Turner,M,10th,Shelton High School,87,75,2,Charter,1761,1056600,600.00,$585-629
7213,Jessica Davis,F,9th,Shelton High School,82,80,2,Charter,1761,1056600,600.00,$585-629
7214,Catherine Mendez MD,F,11th,Shelton High School,86,87,2,Charter,1761,1056600,600.00,$585-629
7215,Maria Huff,F,9th,Shelton High School,79,80,2,Charter,1761,1056600,600.00,$585-629
7216,Nathan Mcfarland,M,9th,Shelton High School,69,71,2,Charter,1761,1056600,600.00,$585-629
7217,Jason Strickland,M,12th,Shelton High School,94,82,2,Charter,1761,1056600,600.00,$585-629
7218,Mr. David Mcdonald,M,10th,Shelton High School,87,71,2,Charter,1761,1056600,600.00,$585-629
7219,Donna Bentley,F,9th,Shelton High School,83,95,2,Charter,1761,1056600,600.00,$585-629
7220,Kayla Cordova,F,9th,Shelton High School,95,73,2,Charter,1761,1056600,600.00,$585-629
7221,Mariah Guzman,F,11th,Shelton High School,78,96,2,Charter,1761,1056600,600.00,$585-629
7222,Stephanie Thompson,F,11th,Shelton High School,77,69,2,Charter,1761,1056600,600.00,$585-629
7223,Kevin Savage,M,10th,Shelton High School,79,74,2,Charter,1761,1056600,600.00,$585-629
7224,Mrs. Ashley Porter DDS,F,12th,Shelton High School,72,82,2,Charter,1761,1056600,600.00,$585-629
7225,Thomas Baldwin,M,11th,Shelton High School,83,82,2,Charter,1761,1056600,600.00,$585-629
7226,Lisa Vaughn,F,10th,Shelton High School,69,72,2,Charter,1761,1056600,600.00,$585-629
7227,Steven Small,M,12th,Shelton High School,90,91,2,Charter,1761,1056600,600.00,$585-629
7228,Steven Perez,M,10th,Shelton High School,86,69,2,Charter,1761,1056600,600.00,$585-629
7229,Ricky Atkinson,M,12th,Shelton High School,97,75,2,Charter,1761,1056600,600.00,$585-629
7230,Sheri Jones,F,11th,Shelton High School,86,91,2,Charter,1761,1056600,600.00,$585-629
7231,Joshua Gonzalez,M,9th,Shelton High School,80,77,2,Charter,1761,1056600,600.00,$585-629
7232,Zachary King,M,9th,Shelton High School,84,86,2,Charter,1761,1056600,600.00,$585-629
7233,Randy Harris,M,9th,Shelton High School,82,70,2,Charter,1761,1056600,600.00,$585-629
7234,Amy Fletcher,F,12th,Shelton High School,89,97,2,Charter,1761,1056600,600.00,$585-629
7235,Robert Marshall,M,9th,Shelton High School,96,83,2,Charter,1761,1056600,600.00,$585-629
7236,Joseph Gonzales,M,10th,Shelton High School,93,70,2,Charter,1761,1056600,600.00,$585-629
7237,Jeffrey Perry,M,9th,Shelton High School,82,86,2,Charter,1761,1056600,600.00,$585-629
7238,Danielle Meyer,F,9th,Shelton High School,97,70,2,Charter,1761,1056600,600.00,$585-629
7239,Jordan Garrison,M,10th,Shelton High School,71,74,2,Charter,1761,1056600,600.00,$585-629
7240,Tyler Wallace,M,9th,Shelton High School,92,69,2,Charter,1761,1056600,600.00,$585-629
7241,Jason Mcdowell MD,M,11th,Shelton High School,87,68,2,Charter,1761,1056600,600.00,$585-629
7242,Rickey Snyder,M,11th,Shelton High School,95,84,2,Charter,1761,1056600,600.00,$585-629
7243,Marie Patterson,F,10th,Shelton High School,69,74,2,Charter,1761,1056600,600.00,$585-629
7244,Kevin Schroeder,M,9th,Shelton High School,99,91,2,Charter,1761,1056600,600.00,$585-629
7245,Alexander Estrada,M,11th,Shelton High School,94,82,2,Charter,1761,1056600,600.00,$585-629
7246,Tracy Green,F,10th,Shelton High School,93,70,2,Charter,1761,1056600,600.00,$585-629
7247,Erik Goodman,M,12th,Shelton High School,88,76,2,Charter,1761,1056600,600.00,$585-629
7248,Brandi Johnson,F,12th,Shelton High School,82,76,2,Charter,1761,1056600,600.00,$585-629
7249,Sheila Shah,F,9th,Shelton High School,79,76,2,Charter,1761,1056600,600.00,$585-629
7250,Mike Robinson,M,12th,Shelton High School,75,99,2,Charter,1761,1056600,600.00,$585-629
7251,Michelle Fitzgerald,F,10th,Shelton High School,71,70,2,Charter,1761,1056600,600.00,$585-629
7252,Tracie Edwards,F,9th,Shelton High School,70,73,2,Charter,1761,1056600,600.00,$585-629
7253,Cody Thomas,M,10th,Shelton High School,73,72,2,Charter,1761,1056600,600.00,$585-629
7254,Paul Benjamin,M,10th,Shelton High School,70,89,2,Charter,1761,1056600,600.00,$585-629
7255,Cheyenne Baker,F,9th,Shelton High School,78,87,2,Charter,1761,1056600,600.00,$585-629
7256,Susan Small,F,9th,Shelton High School,76,81,2,Charter,1761,1056600,600.00,$585-629
7257,Rhonda Lucas,F,10th,Shelton High School,80,84,2,Charter,1761,1056600,600.00,$585-629
7258,Gina Willis,F,12th,Shelton High School,74,91,2,Charter,1761,1056600,600.00,$585-629
7259,Joanne Cox,F,10th,Shelton High School,75,72,2,Charter,1761,1056600,600.00,$585-629
7260,Brad Sullivan,M,10th,Shelton High School,81,73,2,Charter,1761,1056600,600.00,$585-629
7261,Anthony Diaz,M,9th,Shelton High School,89,80,2,Charter,1761,1056600,600.00,$585-629
7262,Veronica Edwards,F,11th,Shelton High School,73,75,2,Charter,1761,1056600,600.00,$585-629
7263,Steve Berry,M,9th,Shelton High School,99,94,2,Charter,1761,1056600,600.00,$585-629
7264,Cheryl Reed,F,11th,Shelton High School,87,73,2,Charter,1761,1056600,600.00,$585-629
7265,Angela Johnson,F,11th,Shelton High School,74,69,2,Charter,1761,1056600,600.00,$585-629
7266,Katherine Henry,F,10th,Shelton High School,94,93,2,Charter,1761,1056600,600.00,$585-629
7267,Michael Hamilton,M,12th,Shelton High School,70,92,2,Charter,1761,1056600,600.00,$585-629
7268,Taylor Jones,F,12th,Shelton High School,85,86,2,Charter,1761,1056600,600.00,$585-629
7269,Anna Hodges,F,11th,Shelton High School,75,83,2,Charter,1761,1056600,600.00,$585-629
7270,Gregory Griffin,M,10th,Shelton High School,96,88,2,Charter,1761,1056600,600.00,$585-629
7271,Vincent Martinez,M,10th,Shelton High School,82,95,2,Charter,1761,1056600,600.00,$585-629
7272,Tony Cruz,M,10th,Shelton High School,81,80,2,Charter,1761,1056600,600.00,$585-629
7273,Heather Strickland,F,10th,Shelton High School,82,94,2,Charter,1761,1056600,600.00,$585-629
7274,Raymond Johnson,M,12th,Shelton High School,96,97,2,Charter,1761,1056600,600.00,$585-629
7275,Sarah Jones,F,9th,Shelton High School,70,96,2,Charter,1761,1056600,600.00,$585-629
7276,Victoria Fleming,F,9th,Shelton High School,70,97,2,Charter,1761,1056600,600.00,$585-629
7277,Jacob Wood,M,12th,Shelton High School,77,93,2,Charter,1761,1056600,600.00,$585-629
7278,Kristopher Williamson,M,9th,Shelton High School,86,74,2,Charter,1761,1056600,600.00,$585-629
7279,Dennis Little,M,10th,Shelton High School,86,69,2,Charter,1761,1056600,600.00,$585-629
7280,Larry Nguyen,M,9th,Shelton High School,70,71,2,Charter,1761,1056600,600.00,$585-629
7281,Phyllis Richardson,F,12th,Shelton High School,88,73,2,Charter,1761,1056600,600.00,$585-629
7282,Margaret Hicks,F,10th,Shelton High School,71,86,2,Charter,1761,1056600,600.00,$585-629
7283,Leslie Booker,F,9th,Shelton High School,69,92,2,Charter,1761,1056600,600.00,$585-629
7284,Katherine Carson,F,12th,Shelton High School,83,85,2,Charter,1761,1056600,600.00,$585-629
7285,Rachel Mitchell,F,12th,Shelton High School,95,72,2,Charter,1761,1056600,600.00,$585-629
7286,Jessica Anderson,F,11th,Shelton High School,73,98,2,Charter,1761,1056600,600.00,$585-629
7287,Nathaniel Harrington,M,10th,Shelton High School,91,98,2,Charter,1761,1056600,600.00,$585-629
7288,Michelle Arnold,F,9th,Shelton High School,95,99,2,Charter,1761,1056600,600.00,$585-629
7289,Jasmine Silva,F,12th,Shelton High School,95,86,2,Charter,1761,1056600,600.00,$585-629
7290,Bryan Oneill,M,11th,Shelton High School,71,93,2,Charter,1761,1056600,600.00,$585-629
7291,Jane May,F,12th,Shelton High School,77,70,2,Charter,1761,1056600,600.00,$585-629
7292,John Craig,M,12th,Shelton High School,98,70,2,Charter,1761,1056600,600.00,$585-629
7293,Jerry Smith,M,12th,Shelton High School,95,82,2,Charter,1761,1056600,600.00,$585-629
7294,Samantha Nelson,F,11th,Shelton High School,71,75,2,Charter,1761,1056600,600.00,$585-629
7295,Shelley Beard,F,12th,Shelton High School,90,88,2,Charter,1761,1056600,600.00,$585-629
7296,Dawn Greene,F,9th,Shelton High School,73,82,2,Charter,1761,1056600,600.00,$585-629
7297,Justin Caldwell,M,10th,Shelton High School,83,78,2,Charter,1761,1056600,600.00,$585-629
7298,Patricia Levy,F,10th,Shelton High School,95,93,2,Charter,1761,1056600,600.00,$585-629
7299,Paul Caldwell,M,11th,Shelton High School,93,88,2,Charter,1761,1056600,600.00,$585-629
7300,Nancy Sparks,F,9th,Shelton High School,80,88,2,Charter,1761,1056600,600.00,$585-629
7301,Margaret Lee,F,11th,Shelton High School,78,78,2,Charter,1761,1056600,600.00,$585-629
7302,Kelsey Wright,F,10th,Shelton High School,86,95,2,Charter,1761,1056600,600.00,$585-629
7303,David Brown,M,12th,Shelton High School,81,95,2,Charter,1761,1056600,600.00,$585-629
7304,Becky Lopez,F,11th,Shelton High School,83,90,2,Charter,1761,1056600,600.00,$585-629
7305,Lori Collins,F,12th,Shelton High School,98,68,2,Charter,1761,1056600,600.00,$585-629
7306,Perry Hooper,M,10th,Shelton High School,92,96,2,Charter,1761,1056600,600.00,$585-629
7307,Cody Rose,M,9th,Shelton High School,81,98,2,Charter,1761,1056600,600.00,$585-629
7308,Kimberly Lopez,F,11th,Shelton High School,97,83,2,Charter,1761,1056600,600.00,$585-629
7309,Joshua Montgomery,M,11th,Shelton High School,80,85,2,Charter,1761,1056600,600.00,$585-629
7310,Andrew Jones,M,9th,Shelton High School,72,70,2,Charter,1761,1056600,600.00,$585-629
7311,Dana Lutz,F,10th,Shelton High School,88,70,2,Charter,1761,1056600,600.00,$585-629
7312,Jeffrey Clark,M,9th,Shelton High School,75,95,2,Charter,1761,1056600,600.00,$585-629
7313,Micheal Leblanc,M,11th,Shelton High School,79,97,2,Charter,1761,1056600,600.00,$585-629
7314,Tammy Leach,F,12th,Shelton High School,77,85,2,Charter,1761,1056600,600.00,$585-629
7315,Dominique Russell,F,11th,Shelton High School,86,80,2,Charter,1761,1056600,600.00,$585-629
7316,Jeffrey Gillespie,M,12th,Shelton High School,83,90,2,Charter,1761,1056600,600.00,$585-629
7317,Daniel Diaz,M,10th,Shelton High School,76,78,2,Charter,1761,1056600,600.00,$585-629
7318,Mr. Martin Lozano,M,12th,Shelton High School,70,93,2,Charter,1761,1056600,600.00,$585-629
7319,Michelle Whitehead,F,11th,Shelton High School,84,77,2,Charter,1761,1056600,600.00,$585-629
7320,Melissa Ramirez,F,11th,Shelton High School,97,88,2,Charter,1761,1056600,600.00,$585-629
7321,Kari Foster,F,12th,Shelton High School,95,85,2,Charter,1761,1056600,600.00,$585-629
7322,Sharon Medina,F,9th,Shelton High School,69,69,2,Charter,1761,1056600,600.00,$585-629
7323,Brandon Simmons,M,9th,Shelton High School,74,88,2,Charter,1761,1056600,600.00,$585-629
7324,Stephen Edwards,M,9th,Shelton High School,70,80,2,Charter,1761,1056600,600.00,$585-629
7325,Victoria Rice,F,11th,Shelton High School,91,70,2,Charter,1761,1056600,600.00,$585-629
7326,Angela Jones,F,10th,Shelton High School,77,74,2,Charter,1761,1056600,600.00,$585-629
7327,Adrian Vaughn,M,11th,Shelton High School,90,71,2,Charter,1761,1056600,600.00,$585-629
7328,Jesse Rivera,M,9th,Shelton High School,97,89,2,Charter,1761,1056600,600.00,$585-629
7329,Nancy Vasquez,F,9th,Shelton High School,76,87,2,Charter,1761,1056600,600.00,$585-629
7330,Melissa Frye,F,10th,Shelton High School,99,88,2,Charter,1761,1056600,600.00,$585-629
7331,Matthew Arnold,M,12th,Shelton High School,72,78,2,Charter,1761,1056600,600.00,$585-629
7332,Phillip Mcmahon,M,9th,Shelton High School,89,93,2,Charter,1761,1056600,600.00,$585-629
7333,Meagan Richardson,F,10th,Shelton High School,85,81,2,Charter,1761,1056600,600.00,$585-629
7334,Jonathan Gonzalez,M,11th,Shelton High School,71,85,2,Charter,1761,1056600,600.00,$585-629
7335,Kimberly Mcconnell,F,10th,Shelton High School,92,69,2,Charter,1761,1056600,600.00,$585-629
7336,Bruce Hendrix MD,M,11th,Shelton High School,88,93,2,Charter,1761,1056600,600.00,$585-629
7337,Chris Smith,M,12th,Shelton High School,91,75,2,Charter,1761,1056600,600.00,$585-629
7338,Samuel Adams,M,9th,Shelton High School,98,96,2,Charter,1761,1056600,600.00,$585-629
7339,Grace Curtis,F,10th,Shelton High School,94,97,2,Charter,1761,1056600,600.00,$585-629
7340,Jason Mcclain,M,12th,Shelton High School,80,78,2,Charter,1761,1056600,600.00,$585-629
7341,Charles Campbell,M,11th,Shelton High School,93,91,2,Charter,1761,1056600,600.00,$585-629
7342,Danielle Simmons,F,10th,Shelton High School,83,95,2,Charter,1761,1056600,600.00,$585-629
7343,Brittany Phillips,F,12th,Shelton High School,97,71,2,Charter,1761,1056600,600.00,$585-629
7344,Pamela Cox DDS,F,11th,Shelton High School,73,87,2,Charter,1761,1056600,600.00,$585-629
7345,Sheryl Lane,F,10th,Shelton High School,70,75,2,Charter,1761,1056600,600.00,$585-629
7346,Emily Golden,F,9th,Shelton High School,76,78,2,Charter,1761,1056600,600.00,$585-629
7347,Mary Martinez,F,12th,Shelton High School,98,83,2,Charter,1761,1056600,600.00,$585-629
7348,Elizabeth Kane,F,10th,Shelton High School,97,79,2,Charter,1761,1056600,600.00,$585-629
7349,Christopher Johnson,M,9th,Shelton High School,72,75,2,Charter,1761,1056600,600.00,$585-629
7350,Amanda Bailey,F,10th,Shelton High School,92,68,2,Charter,1761,1056600,600.00,$585-629
7351,David Johnson,M,9th,Shelton High School,77,84,2,Charter,1761,1056600,600.00,$585-629
7352,Leah Rojas,F,11th,Shelton High School,78,72,2,Charter,1761,1056600,600.00,$585-629
7353,Nicole Stephens,F,9th,Shelton High School,83,83,2,Charter,1761,1056600,600.00,$585-629
7354,Amber Gibson,F,11th,Shelton High School,91,94,2,Charter,1761,1056600,600.00,$585-629
7355,Jose Morrow,M,11th,Shelton High School,79,89,2,Charter,1761,1056600,600.00,$585-629
7356,Latasha Romero,F,9th,Shelton High School,83,84,2,Charter,1761,1056600,600.00,$585-629
7357,Chloe Simmons,F,11th,Shelton High School,85,88,2,Charter,1761,1056600,600.00,$585-629
7358,Stacey Graham,F,11th,Shelton High School,96,68,2,Charter,1761,1056600,600.00,$585-629
7359,Charles Campos,M,10th,Shelton High School,78,80,2,Charter,1761,1056600,600.00,$585-629
7360,Timothy Miller,M,12th,Shelton High School,97,71,2,Charter,1761,1056600,600.00,$585-629
7361,Jason Morgan,M,10th,Shelton High School,89,78,2,Charter,1761,1056600,600.00,$585-629
7362,Miranda Hughes,F,9th,Shelton High School,94,91,2,Charter,1761,1056600,600.00,$585-629
7363,Kenneth Villarreal,M,10th,Shelton High School,78,98,2,Charter,1761,1056600,600.00,$585-629
7364,Jacob Chang,M,12th,Shelton High School,73,92,2,Charter,1761,1056600,600.00,$585-629
7365,Thomas Bowman,M,9th,Shelton High School,72,90,2,Charter,1761,1056600,600.00,$585-629
7366,Kristen Benton,F,9th,Shelton High School,96,97,2,Charter,1761,1056600,600.00,$585-629
7367,Paul Wade,M,11th,Shelton High School,89,71,2,Charter,1761,1056600,600.00,$585-629
7368,Scott Clements,M,9th,Shelton High School,74,72,2,Charter,1761,1056600,600.00,$585-629
7369,Teresa Browning,F,12th,Shelton High School,73,70,2,Charter,1761,1056600,600.00,$585-629
7370,Stephanie Mccarthy,F,10th,Shelton High School,70,82,2,Charter,1761,1056600,600.00,$585-629
7371,Dr. Kristina Turner,F,12th,Shelton High School,73,83,2,Charter,1761,1056600,600.00,$585-629
7372,George Johnson,M,11th,Shelton High School,79,74,2,Charter,1761,1056600,600.00,$585-629
7373,Jeanette Page,F,10th,Shelton High School,85,95,2,Charter,1761,1056600,600.00,$585-629
7374,Christopher Cook,M,9th,Shelton High School,90,88,2,Charter,1761,1056600,600.00,$585-629
7375,Catherine Rasmussen,F,10th,Shelton High School,72,94,2,Charter,1761,1056600,600.00,$585-629
7376,Teresa Torres,F,11th,Shelton High School,96,85,2,Charter,1761,1056600,600.00,$585-629
7377,Penny Villegas,F,12th,Shelton High School,69,99,2,Charter,1761,1056600,600.00,$585-629
7378,Nicole Wong,F,10th,Shelton High School,95,91,2,Charter,1761,1056600,600.00,$585-629
7379,Ashley Marshall,F,9th,Shelton High School,74,70,2,Charter,1761,1056600,600.00,$585-629
7380,Morgan Mendez,F,9th,Shelton High School,82,70,2,Charter,1761,1056600,600.00,$585-629
7381,Michael Wilson,M,12th,Shelton High School,88,99,2,Charter,1761,1056600,600.00,$585-629
7382,Joshua Roberts,M,10th,Shelton High School,69,89,2,Charter,1761,1056600,600.00,$585-629
7383,Amanda Turner,F,12th,Shelton High School,83,94,2,Charter,1761,1056600,600.00,$585-629
7384,Alexander Young,M,9th,Shelton High School,85,73,2,Charter,1761,1056600,600.00,$585-629
7385,Traci Price,F,10th,Shelton High School,83,84,2,Charter,1761,1056600,600.00,$585-629
7386,Kayla Carlson,F,9th,Shelton High School,86,84,2,Charter,1761,1056600,600.00,$585-629
7387,Nathaniel Harris,M,9th,Shelton High School,87,96,2,Charter,1761,1056600,600.00,$585-629
7388,Jon Martinez,M,11th,Shelton High School,80,79,2,Charter,1761,1056600,600.00,$585-629
7389,Mary Adams,F,9th,Shelton High School,86,71,2,Charter,1761,1056600,600.00,$585-629
7390,Heather Gregory,F,10th,Shelton High School,77,79,2,Charter,1761,1056600,600.00,$585-629
7391,Renee Robbins,F,11th,Shelton High School,95,87,2,Charter,1761,1056600,600.00,$585-629
7392,Adam Banks,M,11th,Shelton High School,80,88,2,Charter,1761,1056600,600.00,$585-629
7393,Michael Williams,M,11th,Shelton High School,93,83,2,Charter,1761,1056600,600.00,$585-629
7394,Lawrence Williamson,M,11th,Shelton High School,83,74,2,Charter,1761,1056600,600.00,$585-629
7395,Christian Gonzalez,M,10th,Shelton High School,78,82,2,Charter,1761,1056600,600.00,$585-629
7396,Elizabeth Mitchell,F,9th,Shelton High School,87,83,2,Charter,1761,1056600,600.00,$585-629
7397,Nathan Brown,M,11th,Shelton High School,74,84,2,Charter,1761,1056600,600.00,$585-629
7398,Dorothy Ballard,F,9th,Shelton High School,90,83,2,Charter,1761,1056600,600.00,$585-629
7399,Katherine Fitzpatrick,F,12th,Shelton High School,69,80,2,Charter,1761,1056600,600.00,$585-629
7400,Stacey Carter,F,12th,Shelton High School,91,82,2,Charter,1761,1056600,600.00,$585-629
7401,Nathan Nelson,M,9th,Shelton High School,78,80,2,Charter,1761,1056600,600.00,$585-629
7402,Samantha Buchanan DDS,F,9th,Shelton High School,71,83,2,Charter,1761,1056600,600.00,$585-629
7403,Jason Rodriguez,M,10th,Shelton High School,96,70,2,Charter,1761,1056600,600.00,$585-629
7404,Lindsay Campos,F,10th,Shelton High School,71,98,2,Charter,1761,1056600,600.00,$585-629
7405,Michael Armstrong,M,12th,Shelton High School,99,77,2,Charter,1761,1056600,600.00,$585-629
7406,John Walker,M,11th,Shelton High School,87,72,2,Charter,1761,1056600,600.00,$585-629
7407,Jordan Miller,M,12th,Shelton High School,73,79,2,Charter,1761,1056600,600.00,$585-629
7408,Kenneth Turner,M,9th,Shelton High School,94,99,2,Charter,1761,1056600,600.00,$585-629
7409,Lance Griffin,M,10th,Shelton High School,90,80,2,Charter,1761,1056600,600.00,$585-629
7410,Mary James,F,12th,Shelton High School,80,74,2,Charter,1761,1056600,600.00,$585-629
7411,Bruce Chavez,M,9th,Shelton High School,84,89,2,Charter,1761,1056600,600.00,$585-629
7412,Dana Fowler,F,12th,Shelton High School,89,76,2,Charter,1761,1056600,600.00,$585-629
7413,Robert Esparza,M,10th,Shelton High School,69,68,2,Charter,1761,1056600,600.00,$585-629
7414,Joshua Thomas,M,12th,Shelton High School,84,95,2,Charter,1761,1056600,600.00,$585-629
7415,Kimberly Duarte,F,10th,Shelton High School,73,72,2,Charter,1761,1056600,600.00,$585-629
7416,Catherine Sandoval,F,9th,Shelton High School,94,79,2,Charter,1761,1056600,600.00,$585-629
7417,Robert Sandoval,M,12th,Shelton High School,95,79,2,Charter,1761,1056600,600.00,$585-629
7418,John Black,M,11th,Shelton High School,72,86,2,Charter,1761,1056600,600.00,$585-629
7419,Carlos Lopez,M,12th,Shelton High School,86,89,2,Charter,1761,1056600,600.00,$585-629
7420,Ann Hunter,F,10th,Shelton High School,69,72,2,Charter,1761,1056600,600.00,$585-629
7421,Mr. Cameron Singh,M,9th,Shelton High School,87,81,2,Charter,1761,1056600,600.00,$585-629
7422,Robert Campbell,M,10th,Shelton High School,83,96,2,Charter,1761,1056600,600.00,$585-629
7423,Christina Garcia,F,11th,Shelton High School,92,82,2,Charter,1761,1056600,600.00,$585-629
7424,James Murphy,M,10th,Shelton High School,97,80,2,Charter,1761,1056600,600.00,$585-629
7425,Judy Love,F,9th,Shelton High School,69,74,2,Charter,1761,1056600,600.00,$585-629
7426,Alexandra Glass,F,10th,Shelton High School,75,70,2,Charter,1761,1056600,600.00,$585-629
7427,Jared Ryan,M,10th,Shelton High School,96,83,2,Charter,1761,1056600,600.00,$585-629
7428,Cathy Bennett,F,10th,Shelton High School,83,92,2,Charter,1761,1056600,600.00,$585-629
7429,Mary Stewart,F,11th,Shelton High School,77,74,2,Charter,1761,1056600,600.00,$585-629
7430,Matthew Wong,M,11th,Shelton High School,92,88,2,Charter,1761,1056600,600.00,$585-629
7431,Erin Davis,F,9th,Shelton High School,77,69,2,Charter,1761,1056600,600.00,$585-629
7432,Brian Harris,M,10th,Shelton High School,92,99,2,Charter,1761,1056600,600.00,$585-629
7433,Anthony Martinez,M,9th,Shelton High School,95,81,2,Charter,1761,1056600,600.00,$585-629
7434,Matthew Swanson,M,10th,Shelton High School,82,78,2,Charter,1761,1056600,600.00,$585-629
7435,Samuel Williams,M,10th,Shelton High School,69,84,2,Charter,1761,1056600,600.00,$585-629
7436,Brandon Sanchez,M,10th,Shelton High School,78,80,2,Charter,1761,1056600,600.00,$585-629
